bank_txn_id,transaction_id,date,description,amount,type,currency,bank_name,reference_number
BANK_bfeeb533acf,TXN_C43BE7AF,2026-08-27,NEFT/RAZORPAY/TXN_C43BE7AF,841.06,CREDIT,INR,HDFC Bank,UTR-GW_73708a7e68f
BANK_78858b6d23e,TXN_22F06403,2026-08-19,NEFT/RAZORPAY/TXN_22F06403,2990.33,CREDIT,INR,Axis Bank,UTR-GW_76d8cbc7bfa
BANK_8844bc0cacc,TXN_2B1FC2AB,2026-08-15,NEFT/RAZORPAY/TXN_2B1FC2AB,3040.3,CREDIT,INR,ICICI Bank,UTR-GW_02deb2e6c37
BANK_3d10fa95e8a,TXN_63FF910D,2026-08-15,NEFT/RAZORPAY/TXN_63FF910D,2443.49,CREDIT,INR,Kotak Mahindra,UTR-GW_0d6b160f71a
BANK_a07513728fe,TXN_18BAFCC9,2026-08-14,NEFT/RAZORPAY/TXN_18BAFCC9,709.68,CREDIT,INR,Axis Bank,UTR-GW_aa03081bd49
BANK_5e75788f9fb,TXN_2C727675,2026-08-07,NEFT/RAZORPAY/TXN_2C727675,3129.28,CREDIT,INR,Axis Bank,UTR-GW_50f51e97a76
BANK_ecaf8800ad8,TXN_CA90001C,2026-08-11,NEFT/RAZORPAY/TXN_CA90001C,1258.4,CREDIT,INR,HDFC Bank,UTR-GW_91b76c45d9b
BANK_056e3d783b8,TXN_0484A1B3,2026-09-04,NEFT/RAZORPAY/TXN_0484A1B3,4405.64,CREDIT,INR,Axis Bank,UTR-GW_72ebde4e95c
BANK_bd3fdb62719,TXN_5FE0C7C3,2026-08-21,NEFT/RAZORPAY/TXN_5FE0C7C3,4416.9,CREDIT,INR,Kotak Mahindra,UTR-GW_26d3e22233b
BANK_3451cf94ee8,TXN_F42323D9,2026-08-16,NEFT/RAZORPAY/TXN_F42323D9,4632.2,CREDIT,INR,Kotak Mahindra,UTR-GW_fdf48930a26
BANK_65f359845c0,TXN_3FBC75E0,2026-08-23,NEFT/RAZORPAY/TXN_3FBC75E0,1472.72,CREDIT,INR,Axis Bank,UTR-GW_72c1e68e939
BANK_2cfaa174ba0,TXN_7B64665C,2026-08-17,NEFT/RAZORPAY/TXN_7B64665C,3385.57,CREDIT,INR,Axis Bank,UTR-GW_6d69e88c61a
BANK_f0b6844f6a7,TXN_782152E0,2026-08-28,NEFT/RAZORPAY/TXN_782152E0,4143.51,CREDIT,INR,ICICI Bank,UTR-GW_308b5146ea8
BANK_7de1936bd0f,TXN_01A4C2D1,2026-08-04,NEFT/UNKNOWN/TXN_01A4C2D1,1943.21,CREDIT,INR,SBI,UTR-ORPHAN-1857
BANK_a78eb37c6ab,TXN_B241CFD3,2026-08-18,NEFT/UNKNOWN/TXN_B241CFD3,3948.24,CREDIT,INR,SBI,UTR-ORPHAN-2079
BANK_2263960ab43,TXN_2D28A2A8,2026-08-14,NEFT/UNKNOWN/TXN_2D28A2A8,1655.16,CREDIT,INR,Kotak Mahindra,UTR-ORPHAN-7333
BANK_d07a9518912,TXN_F2CFCD63,2026-08-14,NEFT/UNKNOWN/TXN_F2CFCD63,1427.89,CREDIT,INR,Kotak Mahindra,UTR-ORPHAN-3463
BANK_311f5d4ac25,TXN_BFFA7A4F,2026-08-17,NEFT/UNKNOWN/TXN_BFFA7A4F,1673.48,CREDIT,INR,Kotak Mahindra,UTR-ORPHAN-3317
